rup_mag,rup_rake,dist_rrup,site_vs30,result_type,damping,pga,0.02,0.05,0.10,0.20,0.50,1.00,2.00,3.00,5.00,10.00
7.5,0.0,100.0,1500.0,MEAN,5.0,2.11500154e-02,2.17288449e-02,3.06729908e-02,4.23668986e-02,3.75372106e-02,2.54371218e-02,1.40824204e-02,8.47416370e-03,7.20175642e-03,6.94949504e-03,3.89512546e-03
4.5,90.0,1.0,450.0,MEAN,5.0,4.09383457e-01,4.20587383e-01,4.34759450e-01,6.66743929e-01,6.53777369e-01,2.31505277e-01,7.22973424e-02,1.36553800e-02,5.15186287e-03,1.05961138e-03,1.41199973e-04
4.5,90.0,10.0,450.0,MEAN,5.0,1.23469128e-01,1.26848207e-01,1.42132448e-01,2.07806468e-01,2.09548631e-01,7.72460262e-02,2.61196186e-02,5.15534332e-03,1.90706044e-03,4.34233732e-04,6.41250047e-05
4.5,90.0,20.0,450.0,MEAN,5.0,5.41910501e-02,5.56741400e-02,6.50216799e-02,9.27192063e-02,9.57347548e-02,3.63936572e-02,1.29322351e-02,2.62981180e-03,9.60283543e-04,2.31730135e-04,3.66612556e-05
4.5,90.0,50.0,450.0,MEAN,5.0,1.28062342e-02,1.31567127e-02,1.57855840e-02,2.21037116e-02,2.41353912e-02,9.78366728e-03,3.73109996e-03,7.98442730e-04,2.85529501e-04,7.33942348e-05,1.30291503e-05
4.5,90.0,100.0,450.0,MEAN,5.0,3.40167935e-03,3.49477584e-03,3.95984871e-03,5.70925479e-03,6.73588125e-03,2.95067292e-03,1.16610549e-03,2.60927166e-04,9.18394592e-05,2.33413089e-05,4.56104309e-06
4.5,90.0,1.0,750.0,MEAN,5.0,2.64649731e-01,2.71892613e-01,3.14965126e-01,4.52917985e-01,3.92667386e-01,1.37280744e-01,4.31794340e-02,8.84118551e-03,3.49250789e-03,7.68429007e-04,1.04672174e-04
4.5,90.0,10.0,750.0,MEAN,5.0,7.98177626e-02,8.20021994e-02,1.02969042e-01,1.41162570e-01,1.25857696e-01,4.58062645e-02,1.55998866e-02,3.33783071e-03,1.29281850e-03,3.14905825e-04,4.75361541e-05
4.5,90.0,20.0,750.0,MEAN,5.0,3.50323067e-02,3.59910639e-02,4.71055007e-02,6.29839947e-02,5.74995674e-02,2.15811423e-02,7.72374992e-03,1.70267353e-03,6.50987407e-04,1.68050439e-04,2.71771535e-05
4.5,90.0,50.0,750.0,MEAN,5.0,8.27870885e-03,8.50527892e-03,1.14359986e-02,1.50150126e-02,1.44960370e-02,5.80163502e-03,2.22839152e-03,5.16952316e-04,1.93563777e-04,5.32254183e-05,9.65856768e-06
4.5,90.0,100.0,750.0,MEAN,5.0,2.19904715e-03,2.25923024e-03,2.86874557e-03,3.87828679e-03,4.04565989e-03,1.74972501e-03,6.96454026e-04,1.68937480e-04,6.22590399e-05,1.69270916e-05,3.38112174e-06
4.5,90.0,1.0,1000.0,MEAN,5.0,2.07001635e-01,2.12666815e-01,2.62679468e-01,3.64284710e-01,2.94670033e-01,1.02281549e-01,3.23008358e-02,6.92129943e-03,2.80581490e-03,6.41235097e-04,8.84335676e-05
4.5,90.0,10.0,1000.0,MEAN,5.0,6.24312268e-02,6.41398323e-02,8.58757081e-02,1.13537920e-01,9.44475978e-02,3.41281344e-02,1.16696615e-02,2.61301223e-03,1.03862598e-03,2.62781162e-04,4.01615017e-05
4.5,90.0,20.0,1000.0,MEAN,5.0,2.74012928e-02,2.81512060e-02,3.92857711e-02,5.06584128e-02,4.31494951e-02,1.60791135e-02,5.77783344e-03,1.33293361e-03,5.22990992e-04,1.40233956e-04,2.29609508e-05
4.5,90.0,50.0,1000.0,MEAN,5.0,6.47537506e-03,6.65259185e-03,9.53757026e-03,1.20766666e-02,1.08782850e-02,4.32253060e-03,1.66697202e-03,4.04694796e-04,1.55505484e-04,4.44153018e-05,8.16015913e-06
4.5,90.0,100.0,1000.0,MEAN,5.0,1.72003332e-03,1.76710686e-03,2.39252062e-03,3.11932982e-03,3.03599122e-03,1.30363939e-03,5.20989856e-04,1.32252273e-04,5.00177373e-05,1.41252414e-05,2.85658209e-06
4.5,90.0,1.0,1500.0,MEAN,5.0,1.77154828e-01,1.82003166e-01,2.34133071e-01,3.17322407e-01,2.45647919e-01,8.48779499e-02,2.68732308e-02,5.92658337e-03,2.44231732e-03,5.71758041e-04,7.94725111e-05
4.5,90.0,10.0,1500.0,MEAN,5.0,5.34294969e-02,5.48917448e-02,7.65432617e-02,9.89010110e-02,7.87350364e-02,2.83211011e-02,9.70877373e-03,2.23747505e-03,9.04070404e-04,2.34309137e-04,3.60918989e-05
4.5,90.0,20.0,1500.0,MEAN,5.0,2.34504008e-02,2.40921867e-02,3.50164339e-02,4.41277084e-02,3.59710267e-02,1.33431905e-02,4.80696700e-03,1.14136691e-03,4.55236715e-04,1.25039775e-04,2.06342961e-05
4.5,90.0,50.0,1500.0,MEAN,5.0,5.54171445e-03,5.69337900e-03,8.50108549e-03,1.05197853e-02,9.06854365e-03,3.58703539e-03,1.38686578e-03,3.46532826e-04,1.35359512e-04,3.96029570e-05,7.33328253e-06
4.5,90.0,100.0,1500.0,MEAN,5.0,1.47202802e-03,1.51231419e-03,2.13251612e-03,2.71719680e-03,2.53091539e-03,1.08182013e-03,4.33446390e-04,1.13245227e-04,4.35378634e-05,1.25947884e-05,2.56712194e-06
5.0,90.0,1.0,450.0,MEAN,5.0,4.78605462e-01,4.91703842e-01,5.12639787e-01,7.96885722e-01,8.38456170e-01,3.39932385e-01,1.12454086e-01,2.49107827e-02,1.08486100e-02,2.71489917e-03,4.24983350e-04
5.0,90.0,10.0,450.0,MEAN,5.0,1.54559346e-01,1.58789295e-01,1.80155143e-01,2.67767837e-01,2.87257838e-01,1.21631598e-01,4.36465832e-02,1.01192132e-02,4.31308420e-03,1.20037673e-03,2.08514287e-04
5.0,90.0,20.0,450.0,MEAN,5.0,7.10559566e-02,7.30006020e-02,8.65567713e-02,1.25724910e-01,1.37303643e-01,6.00858528e-02,2.26866491e-02,5.42481591e-03,2.27959170e-03,6.74448696e-04,1.25627391e-04
5.0,90.0,50.0,450.0,MEAN,5.0,1.81767881e-02,1.86742469e-02,2.28506229e-02,3.27029107e-02,3.73952608e-02,1.75155412e-02,7.11257966e-03,1.79299996e-03,7.36320005e-04,2.33278231e-04,4.88333232e-05
5.0,90.0,100.0,450.0,MEAN,5.0,5.17476624e-03,5.31638822e-03,6.16796459e-03,9.11625364e-03,1.11659301e-02,5.67025667e-03,2.39051101e-03,6.31106833e-04,2.54618011e-04,8.01276299e-05,1.84884915e-05
5.0,90.0,1.0,750.0,MEAN,5.0,3.09398938e-01,3.17866507e-01,3.71386188e-01,5.41323077e-01,5.03587930e-01,2.01577136e-01,6.71629636e-02,1.61285041e-02,7.35439918e-03,1.96884189e-03,3.15042067e-04
5.0,90.0,10.0,750.0,MEAN,5.0,9.99163219e-02,1.02650812e-01,1.30514902e-01,1.81894223e-01,1.72530879e-01,7.21265473e-02,2.60678290e-02,6.55169184e-03,2.92389006e-03,8.70511883e-04,1.54572578e-04
5.0,90.0,20.0,750.0,MEAN,5.0,4.59347818e-02,4.71919159e-02,6.27067781e-02,8.54047118e-02,8.24663946e-02,3.56304214e-02,1.35495529e-02,3.51230093e-03,1.54536178e-03,4.89109452e-04,9.31281496e-05
5.0,90.0,50.0,750.0,MEAN,5.0,1.17505532e-02,1.20721400e-02,1.65543252e-02,2.22150300e-02,2.24600911e-02,1.03865733e-02,4.24797307e-03,1.16087911e-03,4.99159914e-04,1.69173116e-04,3.62003619e-05
5.0,90.0,100.0,750.0,MEAN,5.0,3.34527561e-03,3.43682845e-03,4.46843362e-03,6.19265516e-03,6.70640615e-03,3.36241603e-03,1.42772762e-03,4.08610569e-04,1.72608517e-04,5.81084691e-05,1.37056018e-05
5.0,90.0,1.0,1000.0,MEAN,5.0,2.42003216e-01,2.48626312e-01,3.09734374e-01,4.35389467e-01,3.77908320e-01,1.50185824e-01,5.02419708e-02,1.26261581e-02,5.90838545e-03,1.64295011e-03,2.66167146e-04
5.0,90.0,10.0,1000.0,MEAN,5.0,7.81517590e-02,8.02906009e-02,1.08848829e-01,1.46298638e-01,1.29472632e-01,5.37381629e-02,1.95003173e-02,5.12897518e-03,2.34899807e-03,7.26420746e-04,1.30592534e-04
5.0,90.0,20.0,1000.0,MEAN,5.0,3.59289046e-02,3.69121998e-02,5.22971647e-02,6.86915329e-02,6.18853923e-02,2.65465832e-02,1.01358875e-02,2.74959579e-03,1.24151448e-03,4.08149802e-04,7.86804571e-05
5.0,90.0,50.0,1000.0,MEAN,5.0,9.19095484e-03,9.44249108e-03,1.38062311e-02,1.78676847e-02,1.68547632e-02,7.73855656e-03,3.17774153e-03,9.08791234e-04,4.01015651e-04,1.41170803e-04,3.05843188e-05
5.0,90.0,100.0,1000.0,MEAN,5.0,2.61658124e-03,2.68819132e-03,3.72665310e-03,4.98079048e-03,5.03269942e-03,2.50518106e-03,1.06802686e-03,3.19879738e-04,1.38670424e-04,4.84900875e-05,1.15793455e-05
5.0,90.0,1.0,1500.0,MEAN,5.0,2.07109659e-01,2.12777795e-01,2.76074338e-01,3.79260589e-01,3.15038456e-01,1.24631129e-01,4.17996638e-02,1.08115505e-02,5.14294514e-03,1.46493843e-03,2.39196179e-04
5.0,90.0,10.0,1500.0,MEAN,5.0,6.68833432e-02,6.87137933e-02,9.70198043e-02,1.27438332e-01,1.07933210e-01,4.45944077e-02,1.62236213e-02,4.39184857e-03,2.04468180e-03,6.47713927e-04,1.17359470e-04
5.0,90.0,20.0,1500.0,MEAN,5.0,3.07484475e-02,3.15899649e-02,4.66138289e-02,5.98360622e-02,5.15899688e-02,2.20295800e-02,8.43272433e-03,2.35442908e-03,1.08067439e-03,3.63927259e-04,7.07076924e-05
5.0,90.0,50.0,1500.0,MEAN,5.0,7.86574473e-03,8.08101288e-03,1.23058544e-02,1.55642457e-02,1.40507586e-02,6.42181140e-03,2.64377622e-03,7.78181477e-04,3.49063464e-04,1.25875115e-04,2.74851811e-05
5.0,90.0,100.0,1500.0,MEAN,5.0,2.23930597e-03,2.30059086e-03,3.32166325e-03,4.33868449e-03,4.19544574e-03,2.07891487e-03,8.88563148e-04,2.73907227e-04,1.20705460e-04,4.32362445e-05,1.04059995e-05
6.0,90.0,1.0,450.0,MEAN,5.0,7.14565909e-01,7.34122007e-01,7.58759229e-01,1.21636446e+00,1.41849704e+00,7.08701806e-01,2.64108578e-01,7.93592564e-02,4.65857240e-02,1.72905481e-02,3.82971516e-03
6.0,90.0,10.0,450.0,MEAN,5.0,2.64569006e-01,2.71809678e-01,3.08119116e-01,4.75062591e-01,5.55255810e-01,2.91604789e-01,1.18309208e-01,3.73222747e-02,2.13645644e-02,8.89910775e-03,2.19317145e-03
6.0,90.0,20.0,450.0,MEAN,5.0,1.33449286e-01,1.37101500e-01,1.63287106e-01,2.47012151e-01,2.90505277e-01,1.58370029e-01,6.77743455e-02,2.20977838e-02,1.24403149e-02,5.54271574e-03,1.46743309e-03
6.0,90.0,50.0,450.0,MEAN,5.0,4.00017021e-02,4.10964607e-02,5.09727355e-02,7.64931486e-02,9.23396274e-02,5.42843992e-02,2.50904884e-02,8.65558339e-03,4.74195003e-03,2.28633372e-03,6.82396205e-04
6.0,90.0,100.0,450.0,MEAN,5.0,1.30814347e-02,1.34394448e-02,1.59306519e-02,2.48361386e-02,3.15604343e-02,2.02476077e-02,9.75209707e-03,3.53437884e-03,1.89525597e-03,9.16088338e-04,3.02201097e-04
6.0,90.0,1.0,750.0,MEAN,5.0,4.61937756e-01,4.74579977e-01,5.49689480e-01,8.26274247e-01,8.51968191e-01,4.20254400e-01,1.57738287e-01,5.13812072e-02,3.15810053e-02,1.25390865e-02,2.83898506e-03
6.0,90.0,10.0,750.0,MEAN,5.0,1.71033086e-01,1.75713886e-01,2.23219475e-01,3.22709187e-01,3.33494026e-01,1.72919265e-01,7.06599226e-02,2.41643334e-02,1.44832873e-02,6.45362315e-03,1.62580785e-03
6.0,90.0,20.0,750.0,MEAN,5.0,8.62695283e-02,8.86305358e-02,1.18294712e-01,1.67794922e-01,1.74481334e-01,9.39121373e-02,4.04780837e-02,1.43072259e-02,8.43343448e-03,4.01957135e-03,1.08781474e-03
6.0,90.0,50.0,750.0,MEAN,5.0,2.58594711e-02,2.65671880e-02,3.69276253e-02,5.19616621e-02,5.54604087e-02,3.21902066e-02,1.49852408e-02,5.60406364e-03,3.21462320e-03,1.65804670e-03,5.05863373e-04
6.0,90.0,100.0,750.0,MEAN,5.0,8.45661473e-03,8.68805370e-03,1.15410943e-02,1.68711455e-02,1.89556167e-02,1.20066664e-02,5.82441923e-03,2.28833610e-03,1.28481611e-03,6.64346254e-04,2.24023031e-04
6.0,90.0,1.0,1000.0,MEAN,5.0,3.61314823e-01,3.71203216e-01,4.58438500e-01,6.64577439e-01,6.39343893e-01,3.13112165e-01,1.17997806e-01,4.02236465e-02,2.53715834e-02,1.04635591e-02,2.39855127e-03
6.0,90.0,10.0,1000.0,MEAN,5.0,1.33777308e-01,1.37438499e-01,1.86164016e-01,2.59556976e-01,2.50264472e-01,1.28834167e-01,5.28579082e-02,1.89169865e-02,1.16355995e-02,5.38538972e-03,1.37358366e-03
6.0,90.0,20.0,1000.0,MEAN,5.0,6.74776179e-02,6.93243320e-02,9.86572463e-02,1.34958484e-01,1.30936315e-01,6.99696009e-02,3.02800619e-02,1.12003752e-02,6.77526204e-03,3.35423338e-03,9.19053600e-04
6.0,90.0,50.0,1000.0,MEAN,5.0,2.02265568e-02,2.07801132e-02,3.07974698e-02,4.17930831e-02,4.16192459e-02,2.39834379e-02,1.12098691e-02,4.38712687e-03,2.58256759e-03,1.38359917e-03,4.27384863e-04
6.0,90.0,100.0,1000.0,MEAN,5.0,6.61452808e-03,6.79555318e-03,9.62521957e-03,1.35695657e-02,1.42248947e-02,8.94561325e-03,4.35701888e-03,1.79141806e-03,1.03219701e-03,5.54380602e-04,1.89268600e-04
6.0,90.0,1.0,1500.0,MEAN,5.0,3.09218163e-01,3.17680784e-01,4.08618210e-01,5.78902454e-01,5.32980890e-01,2.59834926e-01,9.81702861e-02,3.44427801e-02,2.20846563e-02,9.32984500e-03,2.15550382e-03
6.0,90.0,10.0,1500.0,MEAN,5.0,1.14488448e-01,1.17621745e-01,1.65932850e-01,2.26095804e-01,2.08629788e-01,1.06912538e-01,4.39760375e-02,1.61982730e-02,1.01281899e-02,4.80188918e-03,1.23439714e-03
6.0,90.0,20.0,1500.0,MEAN,5.0,5.77482673e-02,5.93287105e-02,8.79357806e-02,1.17560111e-01,1.09153391e-01,5.80640042e-02,2.51920136e-02,9.59067843e-03,5.89751655e-03,2.99080621e-03,8.25925035e-04
6.0,90.0,50.0,1500.0,MEAN,5.0,1.73101636e-02,1.77839048e-02,2.74505892e-02,3.64052659e-02,3.46953540e-02,1.99025637e-02,9.32624165e-03,3.75661729e-03,2.24799203e-03,1.23368785e-03,3.84077553e-04
6.0,90.0,100.0,1500.0,MEAN,5.0,5.66080351e-03,5.81572726e-03,8.57920961e-03,1.18202250e-02,1.18584022e-02,7.42348275e-03,3.62489611e-03,1.53395884e-03,8.98474317e-04,4.94314126e-04,1.70089835e-04
7.0,90.0,1.0,450.0,MEAN,5.0,1.11763920e+00,1.14822653e+00,1.13881171e+00,1.85995613e+00,2.25267220e+00,1.24319822e+00,5.10035866e-01,1.97157457e-01,1.54979033e-01,8.31836536e-02,2.62656478e-02
7.0,90.0,10.0,450.0,MEAN,5.0,4.74435691e-01,4.87419954e-01,5.33609743e-01,8.40506965e-01,9.99380177e-01,5.81657792e-01,2.60309259e-01,1.05736770e-01,8.06349972e-02,4.89157653e-02,1.71826242e-02
7.0,90.0,20.0,450.0,MEAN,5.0,2.62558882e-01,2.69744542e-01,3.11611336e-01,4.82475283e-01,5.69200345e-01,3.44657636e-01,1.62914416e-01,6.84374636e-02,5.11486024e-02,3.33484563e-02,1.25826794e-02
7.0,90.0,50.0,450.0,MEAN,5.0,9.22219901e-02,9.47459033e-02,1.14832780e-01,1.76941868e-01,2.09187114e-01,1.37113839e-01,7.01597517e-02,3.12160408e-02,2.25687135e-02,1.60543356e-02,6.82748417e-03
7.0,90.0,100.0,450.0,MEAN,5.0,3.46429377e-02,3.55910388e-02,4.14936353e-02,6.66074880e-02,8.11731759e-02,5.82573274e-02,3.11254920e-02,1.45622578e-02,1.02515131e-02,7.36319980e-03,3.46033128e-03
7.0,90.0,1.0,750.0,MEAN,5.0,7.22508225e-01,7.42281687e-01,8.25021681e-01,1.26346495e+00,1.35298489e+00,7.37206421e-01,3.04617836e-01,1.27649736e-01,1.05062093e-01,6.03246941e-02,1.94708427e-02
7.0,90.0,10.0,750.0,MEAN,5.0,3.06703351e-01,3.15097148e-01,3.86578049e-01,5.70954912e-01,6.00241030e-01,3.44918334e-01,1.55469151e-01,6.84593474e-02,5.46634045e-02,3.54736592e-02,1.27375565e-02
7.0,90.0,20.0,750.0,MEAN,5.0,1.69733623e-01,1.74378860e-01,2.25749443e-01,3.27744616e-01,3.41869300e-01,2.04379172e-01,9.73002884e-02,4.43098847e-02,3.46742338e-02,2.41842638e-02,9.32759675e-03
7.0,90.0,50.0,750.0,MEAN,5.0,5.96177604e-02,6.12493675e-02,8.31915693e-02,1.20196302e-01,1.25640564e-01,8.13073900e-02,4.19027625e-02,2.02108479e-02,1.52995939e-02,1.16425865e-02,5.06124470e-03
7.0,90.0,100.0,750.0,MEAN,5.0,2.23952482e-02,2.30081570e-02,3.00604117e-02,4.52463501e-02,4.87536894e-02,3.45461207e-02,1.85896339e-02,9.42834424e-03,6.94962020e-03,5.33978439e-03,2.56515913e-03
7.0,90.0,1.0,1000.0,MEAN,5.0,5.65125773e-01,5.80592024e-01,6.88064290e-01,1.01621260e+00,1.01532268e+00,5.49258494e-01,2.27872619e-01,9.99302693e-02,8.44049017e-02,5.03394728e-02,1.64501798e-02
7.0,90.0,10.0,1000.0,MEAN,5.0,2.39894803e-01,2.46460197e-01,3.22404316e-01,4.59222533e-01,4.50439865e-01,2.56982738e-01,1.16300356e-01,5.35932248e-02,4.39155472e-02,2.96018957e-02,1.07614805e-02
7.0,90.0,20.0,1000.0,MEAN,5.0,1.32760904e-01,1.36394278e-01,1.88273998e-01,2.63607002e-01,2.56549542e-01,1.52273492e-01,7.27865177e-02,3.46878798e-02,2.78566248e-02,2.01811730e-02,7.88053428e-03
7.0,90.0,50.0,1000.0,MEAN,5.0,4.66313487e-02,4.79075462e-02,6.93813864e-02,9.66746216e-02,9.42846551e-02,6.05783853e-02,3.13458080e-02,1.58220105e-02,1.22914049e-02,9.71545192e-03,4.27605453e-03
7.0,90.0,100.0,1000.0,MEAN,5.0,1.75169383e-02,1.79963384e-02,2.50702452e-02,3.63919166e-02,3.65863114e-02,2.57387208e-02,1.39061738e-02,7.38095514e-03,5.58319366e-03,4.45591868e-03,2.16720608e-03
7.0,90.0,1.0,1500.0,MEAN,5.0,4.83642358e-01,4.96878587e-01,6.13289674e-01,8.85206044e-01,8.46410816e-01,4.55800048e-01,1.89582509e-01,8.55684800e-02,7.34701185e-02,4.48852511e-02,1.47832676e-02
7.0,90.0,10.0,1500.0,MEAN,5.0,2.05305250e-01,2.10924004e-01,2.87367388e-01,4.00021180e-01,3.75503454e-01,2.13256137e-01,9.67580629e-02,4.58909079e-02,3.82262213e-02,2.63945657e-02,9.67100959e-03
7.0,90.0,20.0,1500.0,MEAN,5.0,1.13618596e-01,1.16728087e-01,1.67813532e-01,2.29623715e-01,2.13869257e-01,1.26363571e-01,6.05559839e-02,2.97026033e-02,2.42477567e-02,1.79945671e-02,7.08199233e-03
7.0,90.0,50.0,1500.0,MEAN,5.0,3.99077453e-02,4.09999326e-02,6.18414420e-02,8.42116696e-02,7.85992014e-02,5.02707400e-02,2.60786792e-02,1.35481011e-02,1.06990347e-02,8.66279432e-03,3.84275791e-03
7.0,90.0,100.0,1500.0,MEAN,5.0,1.49912351e-02,1.54015123e-02,2.23457644e-02,3.17003987e-02,3.04997123e-02,2.13591784e-02,1.15694783e-02,6.32017823e-03,4.85988244e-03,3.97312522e-03,1.94760106e-03
7.5,90.0,1.0,450.0,MEAN,5.0,1.31270899e+00,1.34863495e+00,1.29660111e+00,2.08765249e+00,2.47376141e+00,1.33649508e+00,5.52614044e-01,2.28516005e-01,2.02242069e-01,1.25403307e-01,4.60425708e-02
7.5,90.0,10.0,450.0,MEAN,5.0,5.96669325e-01,6.12998853e-01,6.51153178e-01,1.00785888e+00,1.15415726e+00,6.55628478e-01,2.95256206e-01,1.27941182e-01,1.09323356e-01,7.66442251e-02,3.11691656e-02
7.5,90.0,20.0,450.0,MEAN,5.0,3.45874949e-01,3.55340786e-01,3.98557002e-01,6.05062684e-01,6.80197605e-01,4.01166438e-01,1.90615198e-01,8.52605226e-02,7.11664629e-02,5.36380537e-02,2.33609252e-02
7.5,90.0,50.0,450.0,MEAN,5.0,1.31507240e-01,1.35106304e-01,1.59164973e-01,2.39571292e-01,2.65012677e-01,1.68600770e-01,8.65655216e-02,4.08781292e-02,3.28234502e-02,2.70035647e-02,1.31889912e-02
7.5,90.0,100.0,450.0,MEAN,5.0,5.29458035e-02,5.43948139e-02,6.17001120e-02,9.64336405e-02,1.08223693e-01,7.51584026e-02,4.02288322e-02,1.99196696e-02,1.54983878e-02,1.28791613e-02,6.92052636e-03
7.5,90.0,1.0,750.0,MEAN,5.0,8.48612895e-01,8.71837565e-01,9.39333539e-01,1.41813869e+00,1.48577402e+00,7.92530698e-01,3.30047562e-01,1.47952850e-01,1.37102256e-01,9.09423401e-02,3.41315647e-02
7.5,90.0,10.0,750.0,MEAN,5.0,3.85722416e-01,3.96278791e-01,4.71733375e-01,6.84636777e-01,6.93202203e-01,3.88782348e-01,1.76341141e-01,8.28356097e-02,7.41115771e-02,5.55823077e-02,2.31058425e-02
7.5,90.0,20.0,750.0,MEAN,5.0,2.23594067e-01,2.29713345e-01,2.88737959e-01,4.11018023e-01,4.08535731e-01,2.37888431e-01,1.13844522e-01,5.52019862e-02,4.82445747e-02,3.88982575e-02,1.73175588e-02
7.5,90.0,50.0,750.0,MEAN,5.0,8.50140744e-02,8.73407228e-02,1.15308398e-01,1.62740359e-01,1.59170140e-01,9.99788836e-02,5.17010736e-02,2.64665740e-02,2.22513995e-02,1.95829554e-02,9.77705845e-03
7.5,90.0,100.0,750.0,MEAN,5.0,3.42273055e-02,3.51640317e-02,4.46991631e-02,6.55072033e-02,6.50005899e-02,4.45683207e-02,2.40265845e-02,1.28970043e-02,1.05065377e-02,9.33995359e-03,5.13021729e-03
7.5,90.0,1.0,1000.0,MEAN,5.0,6.63761327e-01,6.81927017e-01,7.83399854e-01,1.14061763e+00,1.11497184e+00,5.90478060e-01,2.46895597e-01,1.15824510e-01,1.10145364e-01,7.58891450e-02,2.88364702e-02
7.5,90.0,10.0,1000.0,MEAN,5.0,3.01701311e-01,3.09958213e-01,3.93423467e-01,5.50657554e-01,5.20200871e-01,2.89663792e-01,1.31913870e-01,6.48476449e-02,5.95398418e-02,4.63820681e-02,1.95212539e-02
7.5,90.0,20.0,1000.0,MEAN,5.0,1.74889040e-01,1.79675369e-01,2.40806131e-01,3.30584314e-01,3.06578142e-01,1.77239695e-01,8.51626078e-02,4.32147335e-02,3.87587805e-02,3.24596387e-02,1.46309515e-02
7.5,90.0,50.0,1000.0,MEAN,5.0,6.64956368e-02,6.83154763e-02,9.61666742e-02,1.30893068e-01,1.19446310e-01,7.44896537e-02,3.86755392e-02,2.07192896e-02,1.78763543e-02,1.63414944e-02,8.26026750e-03
7.5,90.0,100.0,1000.0,MEAN,5.0,2.67716433e-02,2.75043244e-02,3.72788965e-02,5.26878449e-02,4.87784997e-02,3.32057996e-02,1.79733426e-02,1.00963868e-02,8.44075406e-03,7.79396144e-03,4.33432687e-03
7.5,90.0,1.0,1500.0,MEAN,5.0,5.68056013e-01,5.83602458e-01,6.98264753e-01,9.93573220e-01,9.29482070e-01,4.90005947e-01,2.05408999e-01,9.91784304e-02,9.58758649e-02,6.76666469e-02,2.59144435e-02
7.5,90.0,10.0,1500.0,MEAN,5.0,2.58200104e-01,2.65266474e-01,3.50668612e-01,4.79668720e-01,4.33658828e-01,2.40376383e-01,1.09747992e-01,5.55278640e-02,5.18263649e-02,4.13566264e-02,1.75431469e-02
7.5,90.0,20.0,1500.0,MEAN,5.0,1.49672430e-01,1.53768636e-01,2.14636795e-01,2.87966547e-01,2.55574961e-01,1.47081679e-01,7.08524830e-02,3.70039937e-02,3.37375216e-02,2.89426757e-02,1.31483835e-02
7.5,90.0,50.0,1500.0,MEAN,5.0,5.69078746e-02,5.84653180e-02,8.57158686e-02,1.14018794e-01,9.95748944e-02,6.18149526e-02,3.21767739e-02,1.77415525e-02,1.55604454e-02,1.45709130e-02,7.42324683e-03
7.5,90.0,100.0,1500.0,MEAN,5.0,2.29115382e-02,2.35385766e-02,3.32276542e-02,4.58955133e-02,4.06635748e-02,2.75557051e-02,1.49532287e-02,8.64535317e-03,7.34724155e-03,6.94949504e-03,3.89512546e-03
